-0.818228,-0.820738
0.18886,0.113264
0.676035,0.627635
-0.0863309,-0.146718
-0.913556,-0.90467
-0.985226,-0.981853
-0.981685,-0.977458
0.124503,0.0723385
0.930125,0.918821
0.749023,0.730662
-0.938213,-0.929761
-0.423629,-0.420201
-0.232059,-0.260499
0.441316,0.393538
0.912629,0.903794
0.941519,0.934691
-0.964836,-0.957457
-0.28035,-0.288274
0.845285,0.832226
0.12753,0.10807
0.891196,0.881761
-0.201127,-0.213038
0.910327,0.901203
0.992036,0.990383
0.884204,0.871249
0.960815,0.953661
0.944285,0.936869
0.960644,0.95331
0.805134,0.786172
0.985283,0.982069
0.914123,0.903497
0.981719,0.978478
0.99825,0.997675
0.998567,0.99803
