0.367327,0.187538
-0.610049,-0.886359
-0.794388,-0.0810056
-0.483763,-0.93778
0.798208,0.905173
0.944598,0.991135
0.934844,0.988705
-0.486104,-0.8033
-0.854818,0.953366
-0.59781,0.773956
0.847485,0.937892
0.174051,0.0385672
-0.171349,-0.823726
-0.619672,-0.363795
-0.762324,0.977853
-0.813506,0.986814
0.901021,0.979641
0.0115325,-0.347409
-0.67295,0.946996
-0.269723,-0.0257472
-0.725059,0.971473
-0.0992273,-0.475785
-0.756183,0.974835
-0.925179,0.999536
-0.598105,0.978748
-0.714293,0.997068
-0.798259,0.989868
-0.806546,0.991711
-0.628658,0.864404
-0.885617,0.998767
-0.827823,0.954033
-0.872437,0.998799
-0.978917,0.999932
-0.982584,0.999923
