0.659195,0.781868
-0.559803,0.71213
0.0564479,0.267742
-0.662778,0.744589
0.913639,0.438638
0.987459,0.481546
0.982679,0.466197
-0.489646,0.580437
0.733806,-0.678817
0.467551,-0.457284
0.934099,0.439758
0.243289,0.353196
-0.500951,0.57431
-0.126816,0.321268
0.820036,-0.804646
0.861914,-0.847714
0.967668,0.324719
-0.0231362,0.38732
0.72783,-0.699646
0.104902,0.181748
0.791575,-0.779358
-0.149285,0.4263
0.809381,-0.792198
0.982742,-0.965199
0.883492,-0.753233
0.946296,-0.864154
0.864751,-0.84468
0.902042,-0.843276
0.599319,-0.515444
0.955274,-0.944548
0.73594,-0.706736
0.976296,-0.938793
0.984596,-0.976667
0.986462,-0.975184
