-0.79944,-0.873907
0.371723,-0.119921
0.785311,0.535026
0.119404,-0.301336
-0.927693,-0.907117
-0.986881,-0.976786
-0.986533,-0.976503
0.245631,-0.114279
0.942245,0.903612
0.774334,0.717322
-0.958212,-0.940674
-0.416208,-0.472804
-0.133782,-0.342934
0.539942,0.246366
0.921382,0.907776
0.949092,0.93842
-0.968556,-0.945908
-0.27094,-0.382611
0.86728,0.846807
0.19089,0.0268495
0.899475,0.883875
-0.138308,-0.301754
0.919285,0.90518
0.993508,0.991911
0.879135,0.872786
0.9303,0.932122
0.942587,0.935314
0.95076,0.942819
0.801348,0.75151
0.983266,0.980243
0.931791,0.900895
0.984261,0.980367
0.998098,0.997088
0.998779,0.997827
