0.864068,0.817962
-0.0891621,-0.0722549
-0.675451,-0.612497
0.162344,0.147764
0.934786,0.902265
0.988964,0.979054
0.987456,0.976561
-0.0642573,-0.0524154
-0.931295,-0.897526
-0.761692,-0.704115
0.957973,0.933038
0.470574,0.419723
0.267719,0.238336
-0.398706,-0.350938
-0.918797,-0.882056
-0.946223,-0.91733
0.970463,0.950728
0.327715,0.290453
-0.859716,-0.811615
-0.0859437,-0.0739725
-0.899189,-0.857939
0.255084,0.226146
-0.915821,-0.878384
-0.992968,-0.985904
-0.896208,-0.854383
-0.962261,-0.939208
-0.940901,-0.9106
-0.962304,-0.939164
-0.809782,-0.755674
-0.984338,-0.97163
-0.922707,-0.88661
-0.98367,-0.970598
-0.99859,-0.996527
-0.998916,-0.997228
