-0.811453,-0.848817
0.126028,0.148856
0.627098,0.679248
-0.132329,-0.139537
-0.898137,-0.925883
-0.979186,-0.987593
-0.977807,-0.986603
0.0798567,0.09577
0.910491,0.936261
0.712105,0.759103
-0.933128,-0.953713
-0.417936,-0.45706
-0.237867,-0.259398
0.384028,0.427594
0.893911,0.922261
0.926236,0.948422
-0.953081,-0.969108
-0.277481,-0.304462
0.823779,0.86187
0.0976089,0.111442
0.8706,0.902649
-0.208916,-0.228823
0.888998,0.918198
0.986879,0.992542
0.836573,0.873299
0.922078,0.94519
0.917199,0.941177
0.935647,0.955876
0.747541,0.79277
0.974158,0.984108
0.898319,0.926217
0.970349,0.9815
0.996623,0.998358
0.997245,0.998695
